,coffee_id,species,country_of_origin,continent,total_cup_points,cupper_points,aroma,flavor,aftertaste,acidity,body,balance,high_quality
537,538,Arabica,Ethiopia,Africa,82.92,7.58,7.58,7.58,7.5,7.5,7.58,7.58,1
538,539,Arabica,Taiwan,Asia,82.92,7.58,7.5,7.58,7.67,7.33,7.5,7.75,1
539,540,Arabica,Philippines,Asia,82.92,7.5,7.58,7.58,7.67,7.58,7.5,7.5,1
540,541,Arabica,Philippines,Asia,82.92,7.42,8.08,7.5,7.67,7.42,7.33,7.5,1
541,542,Arabica,Mexico,North America,82.92,7.58,7.83,7.67,7.25,7.58,7.5,7.5,1
542,543,Arabica,Mexico,North America,82.92,7.42,7.75,7.67,7.42,7.42,7.75,7.5,1
543,544,Arabica,Brazil,South America,82.92,7.58,7.08,7.5,7.5,7.83,7.75,7.67,1
544,545,Arabica,Uganda,Africa,82.92,7.58,8.0,7.5,7.5,7.58,7.33,7.42,1
545,546,Arabica,Uganda,Africa,82.92,7.5,7.75,7.58,7.58,7.5,7.5,7.5,1
546,547,Arabica,Guatemala,North America,82.92,7.5,7.75,7.5,7.42,7.58,7.67,7.5,1
547,548,Arabica,Guatemala,North America,82.92,7.67,7.67,7.83,7.42,7.5,7.33,7.5,1
548,549,Arabica,Guatemala,North America,82.92,7.75,7.58,7.58,7.25,7.58,7.58,7.58,1
549,550,Arabica,Colombia,South America,82.92,7.58,7.58,7.5,7.75,7.33,7.58,7.58,1
550,551,Arabica,Colombia,South America,82.92,7.67,7.75,7.5,7.25,7.5,7.75,7.5,1
551,552,Arabica,Guatemala,North America,82.92,7.5,7.83,7.75,7.25,7.92,7.5,7.17,1
552,553,Arabica,Colombia,South America,82.92,7.5,7.83,7.67,7.42,7.42,7.5,7.58,1
553,554,Arabica,Mexico,North America,82.92,7.83,7.58,7.58,7.33,7.25,7.58,7.75,1
554,555,Arabica,Vietnam,Asia,82.92,7.67,7.67,7.33,7.17,7.58,8.08,7.42,1
555,556,Arabica,Mexico,North America,82.92,7.75,8.0,7.92,7.67,7.17,7.67,7.42,1
556,557,Arabica,United States of America,North America,82.92,7.5,7.5,7.5,7.5,7.42,7.67,7.83,1
557,558,Arabica,Colombia,South America,82.92,7.67,7.5,7.75,7.33,7.75,7.08,7.83,1
558,559,Arabica,Thailand,Asia,82.92,7.75,7.42,7.58,7.5,7.17,7.5,8.0,1
559,560,Arabica,Kenya,Africa,82.83,7.5,7.75,7.58,7.42,7.58,7.5,7.5,1
560,561,Arabica,Guatemala,North America,82.83,7.58,7.5,7.58,7.33,7.67,7.58,7.58,1
561,562,Arabica,Brazil,South America,82.83,7.58,7.67,7.58,7.58,7.5,7.5,7.42,1
562,563,Arabica,El Salvador,North America,82.83,7.33,7.33,7.67,7.67,7.83,7.33,7.67,1
563,564,Arabica,Rwanda,Africa,82.83,8.0,7.83,7.92,7.75,7.83,7.75,7.75,1
564,565,Arabica,Vietnam,Asia,82.83,7.92,7.25,7.58,7.5,7.42,7.75,7.42,1
565,566,Arabica,Guatemala,North America,82.83,7.5,7.58,7.58,7.33,7.67,7.67,7.5,1
566,567,Arabica,Brazil,South America,82.83,7.67,7.58,7.83,7.33,7.67,7.42,7.33,1
567,568,Arabica,Colombia,South America,82.83,7.08,7.83,7.67,7.5,7.58,7.5,7.67,1
568,569,Arabica,United States of America,North America,82.83,7.58,7.42,7.58,7.25,7.5,7.75,7.75,1
569,570,Arabica,Guatemala,North America,82.83,7.5,7.67,7.67,7.75,7.67,7.42,7.17,1
570,571,Arabica,Colombia,South America,82.83,7.67,7.5,7.42,7.58,7.5,7.58,7.58,1
571,572,Arabica,Colombia,South America,82.83,7.58,7.83,7.5,7.5,7.42,7.5,7.5,1
572,573,Arabica,Tanzania,Africa,82.83,7.75,7.67,7.5,7.33,7.25,7.58,7.75,1
573,574,Arabica,Mexico,North America,82.83,7.5,7.58,7.67,7.5,7.58,7.5,7.5,1
574,575,Arabica,Mexico,North America,82.83,7.58,7.67,7.58,7.42,7.75,7.42,7.42,1
575,576,Arabica,Guatemala,North America,82.83,7.42,7.67,7.67,7.33,7.5,7.33,7.92,1
576,577,Arabica,Mexico,North America,82.83,7.5,7.58,7.58,7.5,7.42,7.67,7.58,1
577,578,Arabica,El Salvador,North America,82.83,7.25,7.75,7.58,7.75,7.75,7.25,7.5,1
578,579,Arabica,Guatemala,North America,82.75,7.5,7.5,7.58,7.42,7.67,7.58,7.5,1
579,580,Arabica,Guatemala,North America,82.75,7.5,7.58,7.67,7.5,7.58,7.5,7.42,1
580,581,Arabica,Guatemala,North America,82.75,7.5,7.5,7.67,7.17,7.67,7.67,7.58,1
581,582,Arabica,Guatemala,North America,82.75,7.58,7.5,7.5,7.42,7.58,7.67,7.5,1
582,583,Arabica,Guatemala,North America,82.75,7.67,7.42,7.58,7.42,7.67,7.5,7.5,1
583,584,Arabica,Indonesia,Asia,82.75,7.58,7.5,7.58,7.42,7.58,7.58,7.5,1
584,585,Arabica,Guatemala,North America,82.75,7.67,7.58,7.58,7.33,7.58,7.33,7.67,1
585,586,Arabica,Taiwan,Asia,82.75,7.67,7.83,7.67,7.33,7.67,7.58,7.67,1
586,587,Arabica,El Salvador,North America,82.75,7.67,7.67,7.67,7.17,7.33,7.58,7.67,1
587,588,Arabica,Costa Rica,North America,82.75,7.67,7.58,7.5,7.42,7.67,7.42,7.5,1
588,589,Arabica,Honduras,North America,82.75,7.67,7.58,7.5,7.42,7.58,7.5,7.5,1
589,590,Arabica,Brazil,South America,82.75,7.5,7.5,7.5,7.58,7.5,7.58,7.58,1
590,591,Arabica,China,Asia,82.75,7.58,7.67,7.5,7.33,7.33,7.67,7.67,1
591,592,Arabica,China,Asia,82.75,7.5,7.5,7.67,7.42,7.67,7.5,7.5,1
592,593,Arabica,Colombia,South America,82.75,7.5,7.5,7.58,7.58,7.75,7.33,7.5,1
593,594,Arabica,Malawi,Africa,82.75,7.67,7.75,7.58,7.42,7.5,7.33,7.5,1
594,595,Arabica,Guatemala,North America,82.75,7.42,7.75,7.42,7.25,7.75,7.5,7.67,1
595,596,Arabica,Colombia,South America,82.75,7.67,7.67,7.42,7.42,7.58,7.33,7.67,1
596,597,Arabica,United States of America,North America,82.75,7.42,7.67,7.58,7.42,7.83,7.33,7.5,1
597,598,Arabica,United States of America,North America,82.75,7.75,7.58,7.83,7.75,7.75,7.42,8.0,1
598,599,Arabica,Colombia,South America,82.75,7.5,7.58,7.33,7.17,7.33,7.25,8.58,1
599,600,Arabica,Mexico,North America,82.75,7.58,7.58,7.58,7.5,7.5,7.5,7.5,1
600,601,Arabica,Mexico,North America,82.75,7.67,7.58,7.58,7.33,7.75,7.25,7.58,1
601,602,Arabica,Mexico,North America,82.75,8.08,8.08,8.17,8.0,8.0,7.83,7.92,1
602,603,Arabica,Colombia,South America,82.75,7.5,7.5,7.58,7.42,7.67,7.5,7.58,1
603,604,Arabica,Colombia,South America,82.75,7.42,7.67,7.58,7.58,7.58,7.5,7.42,1
604,605,Arabica,United States of America,North America,82.75,7.75,7.25,7.75,7.5,7.83,7.67,7.67,1
605,606,Arabica,Panama,North America,82.75,7.58,7.42,7.42,7.5,7.58,7.5,7.75,1
606,607,Arabica,United States of America,North America,82.75,7.42,7.75,7.67,7.5,7.83,7.17,7.42,1
607,608,Arabica,Brazil,South America,82.67,7.5,7.5,7.58,7.25,7.75,7.58,7.5,1
608,609,Arabica,Brazil,South America,82.67,7.5,7.5,7.58,7.5,7.67,7.5,7.42,1
609,610,Arabica,Laos,Asia,82.67,7.58,7.67,7.67,7.42,7.42,7.42,7.5,1
610,611,Arabica,El Salvador,North America,82.67,7.5,7.67,7.67,7.67,7.67,7.5,7.67,1
611,612,Arabica,Mexico,North America,82.67,7.75,7.5,7.67,7.42,7.75,7.42,7.17,1
612,613,Arabica,Colombia,South America,82.67,7.42,7.75,7.5,7.33,7.58,7.33,7.75,1
613,614,Arabica,Brazil,South America,82.67,7.5,7.58,7.5,7.42,7.67,7.5,7.5,1
614,615,Arabica,Brazil,South America,82.67,7.5,7.33,7.5,7.58,7.58,7.67,7.5,1
615,616,Arabica,Tanzania,Africa,82.67,7.58,7.5,7.5,7.5,7.5,7.5,7.58,1
616,617,Arabica,Tanzania,Africa,82.67,7.58,7.58,7.5,7.5,7.58,7.33,7.58,1
617,618,Arabica,Taiwan,Asia,82.67,7.08,8.0,7.83,7.83,7.42,7.25,7.25,1
618,619,Arabica,Mexico,North America,82.67,7.58,7.67,7.58,7.42,7.5,7.42,7.5,1
619,620,Arabica,Uganda,Africa,82.67,7.5,7.67,7.5,7.33,7.67,7.5,7.5,1
620,621,Arabica,Taiwan,Asia,82.67,7.5,7.67,7.5,7.5,7.5,7.5,7.5,1
621,622,Arabica,Thailand,Asia,82.67,7.5,7.42,7.5,7.5,7.67,7.58,7.5,1
622,623,Arabica,Colombia,South America,82.67,7.42,7.75,7.58,7.67,7.25,7.58,7.42,1
623,624,Arabica,El Salvador,North America,82.67,7.67,7.92,8.0,7.5,6.75,7.92,7.58,1
624,625,Arabica,Guatemala,North America,82.67,7.5,7.67,7.67,7.17,7.67,7.5,7.5,1
625,626,Arabica,Thailand,Asia,82.67,7.58,7.83,7.33,7.83,7.33,7.58,7.83,1
626,627,Arabica,Mexico,North America,82.67,7.58,7.58,7.58,7.42,7.58,7.42,7.5,1
627,628,Arabica,Mexico,North America,82.67,7.58,7.5,7.58,7.58,7.58,7.42,7.42,1
628,629,Arabica,Colombia,South America,82.67,7.58,7.33,7.58,7.42,7.42,7.67,7.67,1
629,630,Arabica,United States of America,North America,82.67,7.58,7.83,7.67,7.5,7.67,7.5,7.58,1
630,631,Arabica,Mexico,North America,82.67,7.08,7.75,7.58,7.25,7.75,7.67,7.58,1
631,632,Arabica,Colombia,South America,82.67,7.42,8.08,7.67,7.67,7.33,7.33,7.17,1
632,633,Arabica,Colombia,South America,82.67,7.58,7.5,7.42,7.33,7.33,7.67,7.83,1
633,634,Arabica,Guatemala,North America,82.58,7.5,7.5,7.42,7.42,7.75,7.5,7.5,1
634,635,Arabica,Taiwan,Asia,82.58,7.5,7.67,7.42,7.5,7.42,7.58,7.5,1
635,636,Arabica,Brazil,South America,82.58,7.5,7.5,7.58,7.42,7.5,7.75,7.33,1
636,637,Arabica,Taiwan,Asia,82.58,10.0,7.25,7.25,7.0,7.08,7.0,7.0,1
637,638,Arabica,Brazil,South America,82.58,8.0,7.42,7.42,7.5,7.33,7.25,7.67,1
638,639,Arabica,Indonesia,Asia,82.58,7.5,7.83,7.58,7.42,7.33,7.42,7.5,1
639,640,Arabica,Thailand,Asia,82.58,7.5,7.75,7.33,7.42,7.67,7.42,7.5,1
640,641,Arabica,Thailand,Asia,82.58,7.5,7.42,7.58,7.58,7.42,7.58,7.5,1
641,642,Arabica,Tanzania,Africa,82.58,7.5,7.75,7.42,7.33,7.5,7.58,7.5,1
642,643,Arabica,Uganda,Africa,82.58,7.42,7.83,7.5,7.42,7.58,7.42,7.42,1
643,644,Arabica,Costa Rica,North America,82.58,7.58,7.67,7.42,7.5,7.67,7.0,7.75,1
644,645,Arabica,Mexico,North America,82.58,7.58,7.58,7.58,7.42,7.75,7.67,7.67,1
645,646,Arabica,Guatemala,North America,82.58,7.5,7.5,7.58,7.42,7.58,7.42,7.58,1
646,647,Arabica,Colombia,South America,82.58,7.5,7.75,7.25,7.33,7.42,7.5,7.83,1
647,648,Arabica,Colombia,South America,82.58,7.42,7.75,7.5,7.75,7.25,7.33,7.58,1
648,649,Arabica,Colombia,South America,82.58,7.42,7.58,7.5,7.42,7.58,7.67,7.42,1
649,650,Arabica,Mexico,North America,82.58,7.58,7.5,7.58,7.5,7.5,7.42,7.5,1
650,651,Arabica,Mexico,North America,82.58,7.5,7.67,7.58,7.58,7.75,7.67,6.83,1
651,652,Arabica,Colombia,South America,82.58,7.67,7.33,7.42,7.58,7.42,7.67,7.5,1
652,653,Arabica,Brazil,South America,82.58,7.42,7.58,7.5,7.33,7.75,7.5,7.5,1
653,654,Arabica,Brazil,South America,82.5,7.42,7.5,7.5,7.5,7.5,7.58,7.5,0
654,655,Arabica,Indonesia,Asia,82.5,7.42,7.83,7.75,7.25,7.5,7.42,7.33,0
655,656,Arabica,Honduras,North America,82.5,7.5,7.58,7.58,7.33,7.5,7.5,7.5,0
656,657,Arabica,Guatemala,North America,82.5,7.5,7.5,7.5,7.33,7.5,7.67,7.5,0
657,658,Arabica,Thailand,Asia,82.5,7.83,7.5,7.83,7.5,7.75,7.33,7.42,0
658,659,Arabica,Thailand,Asia,82.5,7.5,7.33,7.5,7.5,7.5,7.67,7.5,0
659,660,Arabica,Tanzania,Africa,82.5,7.5,7.67,7.42,7.33,7.58,7.5,7.5,0
660,661,Arabica,Tanzania,Africa,82.5,7.58,7.75,7.0,7.42,7.58,7.58,7.58,0
661,662,Arabica,Mexico,North America,82.5,7.58,7.42,7.58,7.5,7.67,7.25,7.5,0
662,663,Arabica,Brazil,South America,82.5,7.5,7.42,7.5,7.67,7.33,7.42,7.67,0
663,664,Arabica,Guatemala,North America,82.5,7.33,7.83,7.42,7.33,7.67,7.42,7.5,0
664,665,Arabica,Colombia,South America,82.5,7.5,7.5,7.5,7.42,7.42,7.58,7.58,0
665,666,Arabica,Guatemala,North America,82.5,7.33,7.83,7.67,7.17,7.33,7.5,7.67,0
666,667,Arabica,Mexico,North America,82.5,7.58,7.5,7.58,7.5,7.5,7.42,7.42,0
667,668,Arabica,Mexico,North America,82.5,7.5,7.67,7.5,7.33,7.67,7.5,7.33,0
668,669,Arabica,Mexico,North America,82.5,7.5,7.92,7.5,7.33,7.58,7.25,7.42,0
669,670,Arabica,Guatemala,North America,82.5,7.5,7.67,7.33,7.33,7.33,7.5,7.83,0
670,671,Arabica,Brazil,South America,82.5,7.42,7.67,7.42,7.33,7.67,7.5,7.5,0
671,672,Arabica,Colombia,South America,82.5,7.58,7.67,7.5,7.33,7.5,7.25,7.67,0
672,673,Arabica,United States of America,North America,82.5,7.58,7.33,7.42,7.33,7.75,7.42,7.67,0
673,674,Arabica,Guatemala,North America,82.5,7.33,7.75,7.58,7.67,7.67,7.58,7.58,0
674,675,Arabica,Honduras,North America,82.42,7.5,7.42,7.67,7.17,7.58,7.58,7.5,0
675,676,Arabica,Guatemala,North America,82.42,7.42,7.58,7.5,7.33,7.75,7.33,7.5,0
676,677,Arabica,Guatemala,North America,82.42,7.5,7.67,7.58,7.25,7.67,7.42,7.33,0
677,678,Arabica,Guatemala,North America,82.42,7.42,7.58,7.5,7.25,7.67,7.5,7.5,0
678,679,Arabica,Guatemala,North America,82.42,7.5,7.5,7.42,7.08,7.75,7.67,7.5,0
679,680,Arabica,Colombia,South America,82.42,8.08,5.08,7.75,7.83,7.75,7.83,8.08,0
680,681,Arabica,China,Asia,82.42,7.58,7.67,7.42,7.42,7.5,7.42,7.42,0
681,682,Arabica,Brazil,South America,82.42,8.0,7.42,7.5,7.33,7.5,7.25,7.42,0
682,683,Arabica,Tanzania,Africa,82.42,7.58,7.67,7.25,7.42,7.42,7.67,7.42,0
683,684,Arabica,Brazil,South America,82.42,7.42,7.17,7.83,7.33,7.5,7.75,7.42,0
684,685,Arabica,Guatemala,North America,82.42,7.33,7.5,7.5,7.5,7.67,7.42,7.5,0
685,686,Arabica,Mexico,North America,82.42,7.58,7.42,7.5,7.42,7.58,7.42,7.5,0
686,687,Arabica,Brazil,South America,82.42,7.42,7.58,7.67,7.33,7.5,7.5,7.42,0
687,688,Arabica,Peru,South America,82.42,7.5,7.58,7.58,7.58,7.75,7.5,7.58,0
688,689,Arabica,Brazil,South America,82.42,8.17,7.25,7.33,7.25,7.5,7.42,7.5,0
689,690,Arabica,Mexico,North America,82.42,7.5,7.5,7.58,7.5,7.92,7.42,7.67,0
690,691,Arabica,Honduras,North America,82.42,7.67,7.25,7.67,7.42,7.17,7.75,7.5,0
691,692,Arabica,Colombia,South America,82.42,7.42,7.67,7.42,7.33,7.5,7.58,7.5,0
692,693,Arabica,Mexico,North America,82.42,7.42,7.5,7.42,7.42,7.67,7.42,7.58,0
693,694,Arabica,Mexico,North America,82.42,7.42,7.42,7.58,7.5,7.42,7.58,7.5,0
694,695,Arabica,Mexico,North America,82.42,7.5,7.42,7.58,7.33,7.58,7.5,7.5,0
695,696,Arabica,Mexico,North America,82.42,7.58,7.75,7.33,7.25,7.58,7.58,7.33,0
696,697,Arabica,Mexico,North America,82.42,7.5,7.5,7.58,7.33,7.5,7.5,7.5,0
697,698,Arabica,Mexico,North America,82.42,7.58,7.58,7.58,7.17,7.5,7.5,7.5,0
698,699,Arabica,Mexico,North America,82.42,7.58,7.58,7.33,7.33,7.58,7.5,7.5,0
699,700,Arabica,Mexico,North America,82.42,7.5,7.67,7.58,7.33,7.42,7.58,7.33,0
700,701,Arabica,Mexico,North America,82.42,7.5,7.83,7.5,7.42,7.67,7.17,7.33,0
701,702,Arabica,Colombia,South America,82.42,7.58,7.67,7.33,7.25,7.42,7.5,7.67,0
702,703,Arabica,Brazil,South America,82.42,7.42,7.75,7.5,7.42,7.42,7.5,7.42,0
703,704,Arabica,Colombia,South America,82.42,7.75,7.33,7.58,7.17,7.58,7.42,7.58,0
704,705,Arabica,Colombia,South America,82.42,7.5,7.58,7.25,7.42,7.25,7.58,7.83,0
705,706,Arabica,Honduras,North America,82.33,7.58,7.5,7.58,7.33,7.5,7.42,7.42,0
706,707,Arabica,Brazil,South America,82.33,7.67,7.33,7.5,7.5,7.33,7.5,7.5,0
707,708,Arabica,Brazil,South America,82.33,7.5,7.42,7.42,7.42,7.5,7.5,7.58,0
708,709,Arabica,Brazil,South America,82.33,7.5,7.5,7.5,7.42,7.5,7.42,7.5,0
709,710,Arabica,Costa Rica,North America,82.33,7.5,7.75,7.5,7.25,7.25,7.42,7.67,0
710,711,Arabica,Costa Rica,North America,82.33,7.33,7.75,7.33,7.5,7.5,7.33,7.58,0
711,712,Arabica,China,Asia,82.33,7.5,7.5,7.58,7.42,7.5,7.42,7.42,0
712,713,Arabica,Brazil,South America,82.33,7.75,8.25,7.83,7.25,8.33,8.17,8.08,0
713,714,Arabica,Brazil,South America,82.33,7.42,7.42,7.5,7.5,7.42,7.5,7.58,0
714,715,Arabica,Guatemala,North America,82.33,7.42,7.5,7.42,7.17,7.83,7.5,7.5,0
715,716,Arabica,Malawi,Africa,82.33,7.58,7.33,7.58,7.42,7.58,7.33,7.5,0
716,717,Arabica,Brazil,South America,82.33,8.0,7.75,8.08,7.67,8.08,8.08,8.0,0
717,718,Arabica,Guatemala,North America,82.33,7.42,7.58,7.67,7.5,7.58,7.75,7.5,0
718,719,Arabica,Mexico,North America,82.33,7.5,7.33,7.58,7.42,7.5,7.5,7.5,0
719,720,Arabica,Colombia,South America,82.33,7.5,7.42,7.33,7.5,7.17,7.08,8.33,0
720,721,Arabica,Taiwan,Asia,82.33,7.33,7.5,7.5,7.5,7.5,7.5,7.5,0
721,722,Arabica,Taiwan,Asia,82.33,7.33,7.5,7.5,7.5,7.5,7.5,7.5,0
722,723,Arabica,Guatemala,North America,82.33,7.25,7.5,7.42,7.58,7.5,7.5,7.58,0
723,724,Arabica,Colombia,South America,82.33,7.33,7.5,7.42,7.5,7.5,7.5,7.58,0
724,725,Arabica,Mexico,North America,82.33,7.42,7.67,7.5,7.42,7.5,7.42,7.42,0
725,726,Arabica,Costa Rica,North America,82.33,7.67,7.92,7.58,7.25,7.75,7.92,7.58,0
726,727,Arabica,Guatemala,North America,82.33,7.33,7.67,7.5,7.33,7.67,7.5,7.33,0
727,728,Arabica,Mexico,North America,82.33,7.58,7.58,7.67,7.58,7.33,7.0,7.58,0
728,729,Arabica,Mexico,North America,82.33,7.0,7.67,7.58,7.5,7.58,7.5,7.5,0
729,730,Arabica,Guatemala,North America,82.33,7.5,7.5,7.67,7.33,7.5,7.33,7.5,0
730,731,Arabica,Brazil,South America,82.33,7.42,7.58,7.5,7.42,7.5,7.5,7.42,0
731,732,Arabica,Mexico,North America,82.33,7.83,8.0,7.75,7.33,7.33,7.08,7.67,0
732,733,Arabica,Brazil,South America,82.33,7.42,7.58,7.58,7.25,7.58,7.42,7.5,0
733,734,Arabica,Colombia,South America,82.33,7.33,7.83,7.58,7.33,7.25,7.58,7.42,0
734,735,Arabica,Brazil,South America,82.25,7.5,7.58,7.5,7.25,7.42,7.67,7.33,0
735,736,Arabica,Taiwan,Asia,82.25,10.0,7.0,7.08,7.0,7.17,7.0,7.0,0
736,737,Arabica,Guatemala,North America,82.25,7.33,7.67,7.5,7.25,7.67,7.42,7.42,0
737,738,Arabica,Brazil,South America,82.25,7.67,7.42,7.67,7.5,7.08,7.5,7.42,0
738,739,Arabica,El Salvador,North America,82.25,7.58,7.58,7.67,7.5,7.67,7.83,8.42,0
739,740,Arabica,Honduras,North America,82.25,7.33,7.58,7.5,7.42,7.58,7.42,7.42,0
740,741,Arabica,Malawi,Africa,82.25,7.42,7.58,7.42,7.33,7.42,7.58,7.5,0
741,742,Arabica,Brazil,South America,82.25,7.42,7.75,7.58,7.42,7.42,7.33,7.33,0
742,743,Arabica,Taiwan,Asia,82.25,7.25,7.5,7.5,7.5,7.5,7.5,7.5,0
743,744,Arabica,Mexico,North America,82.25,7.42,7.58,7.58,7.42,7.42,7.42,7.42,0
744,745,Arabica,United States of America,North America,82.25,7.42,7.33,7.42,7.5,7.67,7.5,7.42,0
745,746,Arabica,Mexico,North America,82.25,7.58,7.58,7.58,7.5,7.17,7.42,7.42,0
746,747,Arabica,Guatemala,North America,82.25,7.33,7.5,7.5,7.33,7.58,7.67,7.33,0
747,748,Arabica,Mexico,North America,82.25,7.33,7.5,7.58,7.42,7.67,7.33,7.42,0
748,749,Arabica,Mexico,North America,82.25,7.33,7.67,7.58,7.33,7.5,7.42,7.42,0
749,750,Arabica,El Salvador,North America,82.25,7.33,7.75,7.33,7.33,7.5,7.5,7.5,0
750,751,Arabica,Mexico,North America,82.25,7.42,7.33,7.58,7.42,7.67,7.33,7.5,0
751,752,Arabica,Mexico,North America,82.25,7.42,7.42,7.5,7.42,7.58,7.42,7.5,0
752,753,Arabica,Colombia,South America,82.25,7.42,7.5,7.42,7.67,7.33,7.58,7.33,0
753,754,Arabica,Colombia,South America,82.25,7.58,7.67,7.33,7.33,7.33,7.5,7.5,0
754,755,Arabica,Brazil,South America,82.25,7.5,7.67,7.58,7.42,7.0,7.5,7.58,0
755,756,Arabica,Colombia,South America,82.25,7.75,7.17,7.25,7.58,7.25,7.58,7.67,0
756,757,Arabica,Brazil,South America,82.17,7.5,7.42,7.42,7.5,7.42,7.42,7.5,0
757,758,Arabica,Honduras,North America,82.17,7.58,7.5,7.5,7.17,7.42,7.5,7.5,0
758,759,Arabica,Nicaragua,North America,82.17,7.5,7.5,7.5,7.33,7.42,7.5,7.42,0
759,760,Arabica,Tanzania,Africa,82.17,7.5,7.58,7.42,7.42,7.33,7.5,7.42,0
760,761,Arabica,Tanzania,Africa,82.17,7.58,7.42,7.42,7.42,7.5,7.5,7.33,0
761,762,Arabica,Brazil,South America,82.17,7.58,6.92,7.58,7.42,7.33,7.83,7.5,0
762,763,Arabica,Thailand,Asia,82.17,7.5,7.42,7.42,7.17,7.75,7.25,7.67,0
763,764,Arabica,Honduras,North America,82.17,7.33,7.67,7.5,7.25,7.42,7.58,7.42,0
764,765,Arabica,Guatemala,North America,82.17,7.42,7.42,7.42,7.5,7.5,7.42,7.5,0
765,766,Arabica,Brazil,South America,82.17,7.5,7.58,7.5,7.42,7.25,7.5,7.42,0
766,767,Arabica,Tanzania,Africa,82.17,7.25,7.75,7.42,7.42,7.58,7.33,7.42,0
767,768,Arabica,Mexico,North America,82.17,7.33,7.42,7.33,7.17,7.42,7.33,8.17,0
768,769,Arabica,Mexico,North America,82.17,7.5,7.5,7.5,7.33,7.42,7.5,7.42,0
769,770,Arabica,Taiwan,Asia,82.17,7.17,7.5,7.5,7.5,7.5,7.5,7.5,0
770,771,Arabica,Taiwan,Asia,82.17,7.58,7.67,7.5,7.5,7.17,7.17,7.58,0
771,772,Arabica,Colombia,South America,82.17,7.5,7.33,7.25,7.25,7.58,7.75,7.5,0
772,773,Arabica,Mexico,North America,82.17,7.67,7.5,7.67,7.0,7.5,7.33,7.5,0
773,774,Arabica,Guatemala,North America,82.17,7.17,7.25,7.75,7.0,7.75,8.17,7.75,0
774,775,Arabica,Mexico,North America,82.17,7.5,7.5,7.58,7.25,7.5,7.5,7.33,0
775,776,Arabica,Mexico,North America,82.17,7.58,7.0,7.67,7.5,7.5,7.42,7.5,0
776,777,Arabica,Colombia,South America,82.17,7.42,7.58,7.67,7.42,7.17,7.17,7.75,0
777,778,Arabica,Indonesia,Asia,82.08,7.33,7.5,7.5,7.42,7.42,7.5,7.42,0
778,779,Arabica,Colombia,South America,82.08,7.58,7.75,7.58,7.42,7.67,7.83,7.58,0
779,780,Arabica,Brazil,South America,82.08,7.5,7.42,7.58,7.42,7.5,7.42,7.25,0
780,781,Arabica,Brazil,South America,82.08,7.25,7.25,7.25,7.58,7.58,7.25,7.92,0
781,782,Arabica,Costa Rica,North America,82.08,7.67,7.75,7.42,7.42,7.25,7.17,7.42,0
782,783,Arabica,Tanzania,Africa,82.08,7.42,7.42,7.33,7.42,7.42,7.5,7.58,0
783,784,Arabica,Tanzania,Africa,82.08,7.5,7.42,7.5,7.5,7.33,7.33,7.5,0
784,785,Arabica,Colombia,South America,82.08,7.25,7.5,7.42,7.42,7.42,7.67,7.42,0
785,786,Arabica,Costa Rica,North America,82.08,7.33,7.58,7.33,7.33,7.33,7.5,7.67,0
786,787,Arabica,United States of America,North America,82.08,7.5,7.25,7.58,7.58,7.25,7.5,7.42,0
787,788,Arabica,Mexico,North America,82.08,7.42,7.42,7.58,7.5,7.33,7.42,7.42,0
788,789,Arabica,Mexico,North America,82.08,7.5,7.5,7.42,7.42,7.5,7.25,7.5,0
789,790,Arabica,Mexico,North America,82.08,7.33,7.67,7.5,7.25,7.58,7.42,7.33,0
790,791,Arabica,Vietnam,Asia,82.08,7.42,7.67,8.0,7.17,7.08,7.67,7.08,0
791,792,Arabica,Mexico,North America,82.08,7.33,7.58,7.42,7.25,7.75,7.33,7.42,0
792,793,Arabica,United States of America,North America,82.08,7.42,7.33,7.5,7.33,7.58,7.08,7.83,0
793,794,Arabica,Colombia,South America,82.08,7.17,7.67,7.42,7.67,7.33,7.25,7.58,0
794,795,Arabica,Honduras,North America,82.0,7.42,7.5,7.5,7.17,7.5,7.5,7.42,0
795,796,Arabica,Honduras,North America,82.0,7.5,7.5,7.5,7.25,7.33,7.42,7.5,0
796,797,Arabica,Brazil,South America,82.0,7.5,7.5,7.33,7.42,7.5,7.33,7.42,0
797,798,Arabica,Tanzania,Africa,82.0,7.42,7.67,7.33,7.33,7.42,7.42,7.42,0
798,799,Arabica,Laos,Asia,82.0,7.5,7.42,7.5,7.25,7.33,7.5,7.5,0
799,800,Arabica,Tanzania,Africa,82.0,7.5,7.42,7.42,7.33,7.58,7.33,7.42,0
800,801,Arabica,Malawi,Africa,82.0,7.33,7.5,7.42,7.33,7.58,7.33,7.5,0
801,802,Arabica,Taiwan,Asia,82.0,7.75,7.33,7.5,7.17,7.42,7.5,7.33,0
802,803,Arabica,Thailand,Asia,82.0,7.33,7.58,7.5,7.42,7.42,7.33,7.42,0
803,804,Arabica,Costa Rica,North America,82.0,7.33,7.5,7.25,7.33,7.33,7.75,7.5,0
804,805,Arabica,Honduras,North America,82.0,7.17,7.33,7.33,7.33,7.5,7.5,7.83,0
805,806,Arabica,Colombia,South America,82.0,7.17,7.33,7.33,7.58,7.5,7.5,7.58,0
806,807,Arabica,Taiwan,Asia,82.0,7.42,7.42,7.58,7.33,7.42,8.0,7.5,0
